dataset,video,qp,granularity,frame,candidate_name,syntax_type,raw_modes,encoded_bytes,encoded_bits,header_bytes,padding_alignment_bits,rle_bits,dominant_bits,packed_bits
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,2,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,2,MIX_L0,RASTER_RLE,"[2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2,0,2,0,0,2,2,2,2]",9,71,36,1,71,71,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,2,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,30,36,2,41,30,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,3,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,3,MIX_L0,DOMINANT_SPARSE,"[2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,0,0]",8,57,36,7,68,57,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,MIX_L0,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2]",4,32,36,0,34,32,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,14,36,2,23,14,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,MIX_L0,RASTER_RLE,"[2,2,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2]",9,67,36,5,67,67,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,MIX_L0.01,RASTER_RLE,"[1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1]",7,55,36,1,55,55,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,MIX_L0.03,DOMINANT_SPARSE,"[1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",3,17,36,7,24,17,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,6,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,6,MIX_L0,RASTER_RLE,"[0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2]",7,50,36,6,50,52,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,6,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0]",3,18,36,6,19,18,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,7,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,7,MIX_L0,PACKED_2BIT,"[0,0,2,0,2,0,0,2,0,2,0,2,2,2,2,2,2,2,0,2,2,0,0,2,2,0,2,2,2,0,2,2,0,2,2,0,2,2,0,2]",10,80,36,0,94,84,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,7,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0]",10,75,36,5,79,75,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,7,MIX_L0.03,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0]",7,51,36,5,65,51,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,8,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,8,MIX_L0,DOMINANT_SPARSE,"[2,2,0,2,2,2,0,2,2,2,2,2,0,0,2,2,0,2,2,0,0,2,2,2,2,0,0,2,2,0,0,0,2,2,2,0,2,0,2,2]",10,77,36,3,87,77,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,8,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0]",7,51,36,5,61,51,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,8,MIX_L0.03,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0]",5,34,36,6,37,34,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,9,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,9,MIX_L0,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2]",7,56,36,0,62,56,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,9,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0]",6,41,36,7,51,41,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,9,MIX_L0.03,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0]",4,25,36,7,33,25,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,10,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,10,MIX_L0,RASTER_RLE,"[2,2,0,0,2,0,2,2,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,2,2,2,2]",9,71,36,1,71,93,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,10,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0]",5,39,36,1,49,39,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,10,MIX_L0.03,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,14,36,2,23,14,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,11,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,11,MIX_L0,PACKED_2BIT,"[2,2,2,0,2,0,2,0,2,2,0,0,0,2,2,2,2,2,0,2,0,0,2,0,2,2,0,0,0,0,2,0,2,2,2,2,2,0,0,2]",10,80,36,0,87,88,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,11,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,16,36,0,23,16,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,12,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,12,MIX_L0,DOMINANT_SPARSE,"[0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,0,2,0,2,2]",9,70,36,2,72,70,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,12,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,32,36,0,41,32,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,12,MIX_L0.03,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",4,25,36,7,33,25,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,13,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,13,MIX_L0,RASTER_RLE,"[0,0,2,0,0,2,2,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,2,2,2,2,0,2,2]",10,78,36,2,78,91,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,13,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",6,43,36,5,51,43,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,13,MIX_L0.03,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",3,19,36,5,29,19,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,14,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,14,MIX_L0,DOMINANT_SPARSE,"[2,0,0,0,0,2,0,2,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2]",9,72,36,0,73,72,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,15,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,15,MIX_L0,RASTER_RLE,"[2,2,0,0,0,0,0,2,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2]",9,65,36,7,65,82,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,15,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",4,25,36,7,35,25,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,16,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,16,MIX_L0,DOMINANT_SPARSE,"[2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,0,2,2,2]",9,71,36,1,79,71,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,16,MIX_L0.01,DOMINANT_SPARSE,"[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0]",5,37,36,3,40,37,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,17,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,17,MIX_L0,DOMINANT_SPARSE,"[0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0]",6,41,36,7,49,41,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,18,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,18,MIX_L0,RASTER_RLE,"[2,2,2,0,0,0,2,2,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0,2]",9,69,36,3,69,80,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,19,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,19,MIX_L0,RASTER_RLE,"[2,2,0,0,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,2,0,0,2,0,2,2]",9,71,36,1,71,82,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,19,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",2,12,36,4,23,12,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,20,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,20,MIX_L0,RASTER_RLE,"[0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2]",7,54,36,2,54,56,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,21,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,21,MIX_L0,RASTER_RLE,"[2,2,0,2,0,0,2,2,0,0,0,0,0,2,2,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2]",10,77,36,3,77,80,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,21,MIX_L0.01,DOMINANT_SPARSE,"[1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0]",5,38,36,2,48,38,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,22,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,22,MIX_L0,DOMINANT_SPARSE,"[2,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,2,0,2,0,2,2]",10,77,36,3,81,77,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,23,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,23,MIX_L0,DOMINANT_SPARSE,"[2,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2]",9,68,36,4,71,68,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,24,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,24,MIX_L0,DOMINANT_SPARSE,"[0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2]",7,54,36,2,60,54,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,25,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,25,MIX_L0,DOMINANT_SPARSE,"[0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2]",8,59,36,5,60,59,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,25,MIX_L0.01,DOMINANT_SPARSE,"[0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",5,38,36,2,47,38,80
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,26,FULL_000,ORIGINAL_NO_MAP,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0]",0,0,0,0,0,0,0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,26,MIX_L0,RASTER_RLE,"[2,2,0,0,0,0,2,2,2,2,0,0,0,2,2,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2]",10,75,36,5,75,86,80
