dataset,video,video_id,qp,granularity,trajectory_id,selection_label,frames,mode_map_decode,predictor_equality,correction_CDF_equality,correction_symbols_decode,w1_hash_equal,decoded_latent_equal,DPB_hash_equal,RGB_hash_equal,RGB_max_abs_diff,bytes_consumed_equal,decode_status,bitstream_path,bitstream_sha256
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,1,G16,fresh_ulong_10_qp1_G16_T3222,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/fresh_ulong_10_qp1_G16_BEST_SSE_UNDER_BASELINE_RATE_fresh_ulong_10_qp1_G16_T3222.bin,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,3,G8,fresh_ulong_10_qp3_G8_T3822,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/fresh_ulong_10_qp3_G8_BEST_SSE_UNDER_BASELINE_RATE_fresh_ulong_10_qp3_G8_T3822.bin,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,3,G16,fresh_ulong_10_qp3_G16_T3546,BEST_RATE_WITH_NONWORSE_SSE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/fresh_ulong_10_qp3_G16_BEST_RATE_WITH_NONWORSE_SSE_fresh_ulong_10_qp3_G16_T3546.bin,676afbc08c72e7455f657047674b01a830a2de7716cfda95253e9b245db6d12d
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,3,G16,fresh_ulong_10_qp3_G16_T3519,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/fresh_ulong_10_qp3_G16_BEST_SSE_UNDER_BASELINE_RATE_fresh_ulong_10_qp3_G16_T3519.bin,3a1c22e39bb884f090e93bfb983bedd842525ed27638e35014b11d1368016a2b
uvg,Beauty,0,1,G8,uvg_00_qp1_G8_T3425,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp1_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp1_G8_T3425.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d
uvg,Beauty,0,1,G16,uvg_00_qp1_G16_T3468,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp1_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp1_G16_T3468.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d
uvg,Beauty,0,3,G8,uvg_00_qp3_G8_T3861,BEST_RATE_WITH_NONWORSE_SSE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G8_BEST_RATE_WITH_NONWORSE_SSE_uvg_00_qp3_G8_T3861.bin,5cf55a21549d663889f6fcc33e836f3e2f4b0775f159e2182662983a5e6093da
uvg,Beauty,0,3,G8,uvg_00_qp3_G8_T3841,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp3_G8_T3841.bin,23ac5e4ccef36d90cca6736c9ec29c143b471d959c704ebc7de7fbf6ceb09249
uvg,Beauty,0,3,G16,uvg_00_qp3_G16_T3839,BEST_RATE_WITH_NONWORSE_SSE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_00_qp3_G16_T3839.bin,316262f8bed8823b61aa4de684e150a60d1c2ecbd60a8c4a9766309562c74e94
uvg,Beauty,0,3,G16,uvg_00_qp3_G16_T3803,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp3_G16_T3803.bin,cb92617bee29096fef0d95d7d2e43f19cba66b80008c62661cc2e01adcbf9804
uvg,Bosphorus,1,1,G8,uvg_01_qp1_G8_T2686,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp1_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_01_qp1_G8_T2686.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4
uvg,Bosphorus,1,1,G16,uvg_01_qp1_G16_T2771,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp1_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_01_qp1_G16_T2771.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4
uvg,Bosphorus,1,3,G8,uvg_01_qp3_G8_T2705,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp3_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_01_qp3_G8_T2705.bin,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d
uvg,Bosphorus,1,3,G16,uvg_01_qp3_G16_T2707,BEST_RATE_WITH_NONWORSE_SSE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp3_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_01_qp3_G16_T2707.bin,32be5f2480cab01ba3c7c628d939bbe74649ce57beaa27afee15c1a8e74da82c
uvg,HoneyBee,2,1,G8,uvg_02_qp1_G8_T2703,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp1_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_02_qp1_G8_T2703.bin,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0
uvg,HoneyBee,2,1,G16,uvg_02_qp1_G16_T2671,BEST_RATE_WITH_NONWORSE_SSE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp1_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_02_qp1_G16_T2671.bin,eed0706070127b76ff272065b43e099a7ec4a9fe14a274e1fa8dba1fc5c11eb3
uvg,HoneyBee,2,3,G8,uvg_02_qp3_G8_T2854,BEST_RATE_WITH_NONWORSE_SSE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp3_G8_BEST_RATE_WITH_NONWORSE_SSE_uvg_02_qp3_G8_T2854.bin,f001bc3479dad0830d77136a41665bfc09e076d270a20d6ca0795c5e554fbd6c
uvg,HoneyBee,2,3,G16,uvg_02_qp3_G16_T2788,BEST_SSE_UNDER_BASELINE_RATE,64,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp3_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_02_qp3_G16_T2788.bin,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5
fresh_ulong,,0,3,G8,MICRO_FULL,MICRO_FULL,,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/micro_FULL.bin,4a8dad20acad473e6a25f09f92b763d3430ce1ebe78da7239d4bb39ee7dbabe3
fresh_ulong,,0,3,G8,MICRO_PRED_ONLY,MICRO_PRED_ONLY,,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/micro_PRED_ONLY.bin,ffb7b544757f3b56a54388d60a7848c30c608a92bd5ca00bb1d9196ccf973776
fresh_ulong,,0,3,G8,MICRO_CORR1,MICRO_CORR1,,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/micro_CORR1.bin,846b22b36b2f1d40245d997eda7043f34cde944797e5c322df8240b00d4fef9e
fresh_ulong,,0,3,G8,MICRO_CORR2,MICRO_CORR2,,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/micro_CORR2.bin,8b5f2bfad441c0c3052e9046a84d3730d28fb552eedaca04e1bc85a02c6cbe01
fresh_ulong,,0,3,G8,MICRO_CORR4,MICRO_CORR4,,True,True,True,True,True,True,True,True,0.0,True,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/micro_CORR4.bin,c28a57c9c2afbd16b204d12449bb3b417b0800b25fa169a32a01238ad2d65d50
